Probe name,Rating in cell,Rating in organism,Number of Ratings,Unsuitable,URL,Target name,Target class,Target subclass,Published on,Uniprot ID,InChI key,SMILES,PAINS,Toxicophore,ChEMBL ID,canSAR ID,Reference (PMID),Mechanism of action,Potency value,Potency assay,Potency value in cells,Potency assay (cells),Potency in cells,Organism,Dose,Control compound
Kinome_1198,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/kinome1198,,,,2016-12-09,,MVJMMLFMPWITEJ-UHFFFAOYSA-N,N#CCOc1ccc(Nc2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2Br)cc1,No,Yes,CHEMBL1987034,212832,,,,,,,,,,
SU14813,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/su14813,,,,2016-12-09,,CTNPALGJUAXMMC-PMFHANACSA-N,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,No,No,CHEMBL1721885,449255,,,,,,,,,,
JNJ-7706621,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/jnj-7706621,,,,2016-12-09,,KDKUVYLMPJIGKA-UHFFFAOYSA-N,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,No,No,CHEMBL191003,1799601,,,,,,,,,,
KW-2449,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/kw-2449,,,,2016-12-09,,YYLKKYCXAOBSRM-JXMROGBWSA-N,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,No,No,CHEMBL1908397,1708627,,,,,,,,,,
Kinome_1194,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/kinome1194,,,,2016-12-09,,OWRXHGAFWZFFCW-UHFFFAOYSA-N,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,No,No,CHEMBL1993661,455055,,,,,,,,,,
Kinome_2079,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/kinome2079,,,,2016-12-09,,JZTOUVBEZONDKA-UHFFFAOYSA-N,Cc1cccc(Nc2nc(NC3CCCCC3N)cnc2C(N)=O)c1,No,No,CHEMBL1974328,1720177,,,,,,,,,,
PF-03814735,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/pf-03814735,,,,2016-12-09,,RYYNGWLOYLRZLK-UHFFFAOYSA-N,CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,No,No,CHEMBL1983111,593029,,,,,,,,,,
CHEMBL2062936,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/chembl2062936,,,,2016-12-09,,FUMCKNCUEAQHCV-XYPYZODXSA-N,O[C@H]1CC[C@H](Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,Yes,No,CHEMBL2062936,1543298,,,,,,,,,,
Kinome_1054,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/kinome1054,,,,2016-12-09,,ZGZVRPRSFXRGCF-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)cc1OC,No,No,CHEMBL1991078,593085,,,,,,,,,,
Chlorpromazine,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/chlorpromazine,,,,2016-12-09,,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,No,No,CHEMBL71,1233755,,,,,,,,,,
Indometacin,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/indometacin,,,,2016-12-09,,CGIGDMFJXJATDK-UHFFFAOYSA-N,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,No,No,CHEMBL6,1616755,,,,,,,,,,
Kinome_1199,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/kinome1199,,,,2016-12-09,,GCBJDOWIQHMCMR-UHFFFAOYSA-N,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3[nH]ncc3c2)n1,No,No,CHEMBL396523,1705658,,,,,,,,,,
ZINC04335977,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/zinc04335977,,,,2016-12-09,,KRIUNPBAQZGFQA-UHFFFAOYSA-N,Oc1c2ccccc2c2c3c(cccc13)N=N2,No,Yes,CHEMBL1725279,1049783,,,,,,,,,,
CX5011,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/cx5011,,,,2016-12-09,,HJGFPNFAFSFDNN-UHFFFAOYSA-N,C#Cc1cccc(Nc2nc3cc(C(=O)O)ccc3c3cncnc23)c1,No,No,CHEMBL1682283,1798236,,,,,,,,,,
A-674563,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/674563,,,,2016-12-08,,BPNUQXPIQBZCMR-IBGZPJMESA-N,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,No,No,CHEMBL379218,1807394,,,,,,,,,,
Staurosporine,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/staurosporine,,,,2016-12-09,,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,No,No,CHEMBL388978,624063,,,,,,,,,,
IPA-3,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/ipa-3,,,,2017-01-04,,RFAXLXKIAKIUDT-UHFFFAOYSA-N,Oc1ccc2ccccc2c1SSc1c(O)ccc2ccccc12,No,Yes,CHEMBL472940,1503412,,,,,,,,,,
Amitriptyline,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/amitriptyline,,,,2016-12-09,,KRMDCWKBEZIMAB-UHFFFAOYSA-N,CN(C)CCC=C1c2ccccc2CCc2ccccc21,Yes,No,CHEMBL629,1253640,,,,,,,,,,
6-Bromoindirubin-3'-oxime,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/6-bromoindirubin-3-oxime,,,,2016-12-09,,DDLZLOKCJHBUHD-WAVHTBQISA-N,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,Yes,Yes,CHEMBL409450,1322637,,,,,,,,,,
Enzastaurin hydrochloride,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/enzastaurin-hydrochloride,,,,2016-12-09,,UUADYKVKJIMIPA-UHFFFAOYSA-N,Cl.Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,No,Yes,CHEMBL2107337,826365,,,,,,,,,,
Kinome_635,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/kinome635,,,,2016-12-09,,KSOVGRCOLZZTPF-UHFFFAOYSA-N,Cc1cc(Nc2ncc(F)c(NC3C4C=CC(C4)C3C(N)=O)n2)ccc1N1CCN(C)CC1,Yes,No,CHEMBL1967878,521608,,,,,,,,,,
Kinome_1202,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/kinome1202,,,,2016-12-09,,ZVWRFVCNQOECJS-UHFFFAOYSA-N,Cc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1Nc1ccc(OCC(N)=O)cc1,No,No,CHEMBL1988838,292199,,,,,,,,,,
CHEMBL3115681,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/chembl3115681,,,,2016-12-09,,VADOZMZXXRBXNY-UHFFFAOYSA-N,CN1CCN(c2ccc(Nc3ncc4cc(C#N)c(=O)n(C5CCCC5)c4n3)cc2)CC1,Yes,No,CHEMBL3115681,462817,,,,,,,,,,
Lestaurtinib,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/lestaurtinib,,,,2016-12-09,,UIARLYUEJFELEN-LROUJFHJSA-N,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,No,No,CHEMBL603469,578962,,,,,,,,,,
Kinome_1901,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/kinome1901,,,,2016-12-09,,BSFNGHCTZDCQBF-UHFFFAOYSA-N,NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccco2)C(=O)N3)c1)Cc1c[nH]c2ccccc12,No,No,CHEMBL2001751,698309,,,,,,,,,,
4-anilinopyrimidine 8c,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/4-anilinopyrimidine-8c,,,,2016-12-09,,LYNBNVBMAGDJRW-UHFFFAOYSA-N,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,No,No,CHEMBL243088,1493914,,,,,,,,,,
Gw8510,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/gw8510,,,,2016-12-09,,GCYXEGSPUDSZJY-PTNGSMBKSA-N,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,No,Yes,CHEMBL1276446,352155,,,,,,,,,,
4-anilinopyrimidine 15a,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/4-anilinopyrimidine-15a,,,,2016-12-09,,YMIJUBCSOKSFRU-UHFFFAOYSA-N,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3cn[nH]c3c2)n1,No,No,CHEMBL244378,1699687,,,,,,,,,,
Thioridazine,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/thioridazine,,,,2016-12-09,,KLBQZWRITKRQQV-UHFFFAOYSA-N,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,No,No,CHEMBL479,1583578,,,,,,,,,,
CYC-116,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/cyc-116,,,,2016-12-09,,GPSZYOIFQZPWEJ-UHFFFAOYSA-N,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,Yes,No,CHEMBL482967,1709990,,,,,,,,,,
Flavopiridol,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/flavopiridol,,,,2016-12-09,,BIIVYFLTOXDAOV-YVEFUNNKSA-N,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,No,No,CHEMBL428690,1905588,,,,,,,,,,
BMS-387032,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/bms-387032,,,,2016-12-09,,OUSFTKFNBAZUKL-UHFFFAOYSA-N,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,No,No,CHEMBL296468,1596650,,,,,,,,,,
CHEMBL1649761,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/chembl1649761,,,,2016-12-09,,JPYQFPGTGGLOMD-UHFFFAOYSA-N,NC(=O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,No,No,CHEMBL1649761,1643156,,,,,,,,,,
SCHEMBL3814469,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/schembl3814469,,,,2016-12-09,,BQDHCGJUSXMIIS-UHFFFAOYSA-N,COc1cc(Nc2ncc([N+](=O)[O-])c(Nc3ccccc3C(N)=O)n2)cc(OC)c1OC.Cl,No,No,,3312912,,,,,,,,,,
Ellagic acid,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/ellagic-acid,,,,2016-12-09,,AFSDNFLWKVMVRB-UHFFFAOYSA-N,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,Yes,Yes,CHEMBL6246,1305685,,,,,,,,,,
C646,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/c646,,,,2016-12-13,,AYQYIBVVCJFCAE-KSEXSDGBSA-N,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)/C1=C\Cc1ccc(Cc2cc(C)c(C)cc2[N+](=O)[O-])o1,Yes,No,CHEMBL3421960,654302,,,,,,,,,,
Dorsomorphin,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/dorsomorphin,,,,2016-12-15,,XHBVYDAKJHETMP-UHFFFAOYSA-N,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1,No,No,CHEMBL478629,252407,,,,,,,,,,
Entospletinib,3.7,3.3,3.0,No,https://www.chemicalprobes.org/entospletinib,SYK,Protein kinase,TK,2021-02-17,P43405,XSMSNFMDVXXHGJ-UHFFFAOYSA-N,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,Yes,No,CHEMBL3265032,390013,"http://pubs.acs.org/doi/abs/10.1021/jm500228a, https://www.ncbi.nlm.nih.gov/pubmed/?term=24779514",Inhibitor,7.7 nM,SYK enzymatic assay (Lance-based assay),26 nM,MSD assay detecting the substrate pBLNK,EC50,Other,"0.4 (IV), 1 (PO) mg/Kg",
Ki-20227,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/ki-20227,,,,2017-03-02,,SHPFDGWALWEPGS-UHFFFAOYSA-N,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)NC(C)c1nccs1,No,No,CHEMBL1908396,592278,,,,,,,,,,
K00564a,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/k00564a,,,,2021-02-18,,MLKHXLFEYOOYEY-NVNXTCNLSA-N,Cn1cc(/C=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)c2ccccc21,Yes,No,CHEMBL104279,1588377,,,,,,,,,,
Lck inhibitor,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/lck-inhibitor,,,,2017-03-02,,FMETVQKSDIOGPX-UHFFFAOYSA-N,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,Yes,No,CHEMBL47940,1889063,,,,,,,,,,
SL0101,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/sl0101,,,,2017-03-02,,SXOZSDJHGMAEGZ-IGKKHSBFSA-N,CC(=O)O[C@H]1[C@H](C)O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H]1OC(C)=O,No,No,CHEMBL240954,716875,,,,,,,,,,
XL019,2.3,2.7,3.0,No,https://www.chemicalprobes.org/xl019,JAK2,Protein kinase,TK,2021-01-07,O60674,ISOCDPQFIXDIMS-HSZRJFAPSA-N,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)[C@H]1CCCN1,Yes,No,CHEMBL2208034,524806,"http://www.sciencedirect.com/science/article/pii/S0960894X12012747, https://www.ncbi.nlm.nih.gov/pubmed/?term=23127890",Inhibitor,2.2 nM JAK2; 214 nM JAK3; 134 nM JAK1,Chemiluminescence activity based assay (ATP hydrolysis),386.4 nM pSTAT1; 695 nM pSTAT3,Immunoblotting detection of pSTAT1 and pSTAT3,IC50,Other,30-300 mg/Kg,
ENMD-2076,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/enmd-2076,,,,2017-02-01,,BLQYVHBZHAISJM-CMDGGOBGSA-N,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,No,No,CHEMBL482968,1907784,,,,,,,,,,
Foretinib,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/foretinib,,,,2017-02-01,,CXQHYVUVSFXTMY-UHFFFAOYSA-N,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,No,No,CHEMBL1230609,916365,,,,,,,,,,
Ninetedanib,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/ninetedanib,,,,2017-02-01,,XZXHXSATPCNXJR-UHFFFAOYSA-N,COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,No,Yes,CHEMBL2136735,826661,,,,,,,,,,
PD166285,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/pd166285,,,,2017-02-01,,IFPPYSWJNWHOLQ-UHFFFAOYSA-N,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,No,No,CHEMBL49120,614800,,,,,,,,,,
Dasatinib,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/dasatinib,,,,2017-02-01,,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,No,No,CHEMBL1421,501089,,,,,,,,,,
Tozasertib,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/tozasertib,,,,2017-02-01,,GCIKSSRWRFVXBI-UHFFFAOYSA-N,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,No,No,CHEMBL572878,567748,,,,,,,,,,
UPF1069,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/upf1069,,,,2017-01-31,,JJWMRRNGWSITSQ-UHFFFAOYSA-N,O=C(COc1cccc2c(=O)[nH]ccc12)c1ccccc1,No,No,CHEMBL4089840,1302916,,,,,,,,,,
Entrectinib,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/entrectinib,,,,2017-02-01,,HAYYBYPASCDWEQ-UHFFFAOYSA-N,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,No,No,CHEMBL1983268,849266,,,,,,,,,,
Famitinib,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/famitinib,,,,2017-02-01,,GKEYKDOLBLYGRB-LGMDPLHJSA-N,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,No,No,CHEMBL1278146,265157,,,,,,,,,,
Navitoclax,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/navitoclax,,,,2017-01-31,,JLYAXFNOILIKPP-KXQOOQHDSA-N,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,No,Yes,CHEMBL443684,997861,,,,,,,,,,
NS-018,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/ns-018,,,,2017-02-01,,UQTPDWDAYHAZNT-AWEZNQCLSA-N,C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1,No,No,CHEMBL4303389,147527,,,,,,,,,,
Rebastinib,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/rebastinib,,,,2017-02-01,,WVXNSAVVKYZVOE-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,No,No,CHEMBL1738757,848780,,,,,,,,,,
Sorafenib,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/sorafenib,,,,2017-02-01,,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,No,No,CHEMBL1336,429624,,,,,,,,,,
PJ34,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/pj34,,,,2017-01-31,,UYJZZVDLGDDTCL-UHFFFAOYSA-N,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,No,No,CHEMBL372303,1321633,,,,,,,,,,
Aloisine,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/aloisine,,,,2017-02-01,,WVMANZPBOBRWCB-UHFFFAOYSA-N,CCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,No,No,CHEMBL306498,1264460,,,,,,,,,,
U18666A,2.7,2.0,3.0,No,https://www.chemicalprobes.org/u18666a,NPC1,Other,Intracellular Cholesterol Transporter,2020-11-26,O15118,GZFYZYBWLCYBMI-MYZJJQSMSA-N,CCN(CC)CCO[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1.Cl,No,Yes,CHEMBL2354929,202015,"https://elifesciences.org/content/4/e12177, https://www.ncbi.nlm.nih.gov/pubmed/26646182",Inhibitor,,,30 nM,Cholesterol esterification and proteolytic cleavage of SREBP-2,Ki,Other,10 mg/Kg,Compound A
Maritoclax,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/maritoclax,,,,2017-03-13,,QYPJBTMRYKRTFG-UHFFFAOYSA-N,O=C(c1ccccc1O)c1[nH]c(Cl)c(Cl)c1-n1c(C(=O)c2ccccc2O)cc(Cl)c1Cl,No,No,CHEMBL3393621,466403,,,,,,,,,,
2-MT 63,2.7,2.7,3.0,No,https://www.chemicalprobes.org/2-mt-63,TEK,Protein kinase,TK,2017-03-13,Q02763,HHKGVQGXRGQBBA-UHFFFAOYSA-N,CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1,No,No,CHEMBL373882,886037,"http://pubs.acs.org/doi/abs/10.1021/jm061107l, https://www.ncbi.nlm.nih.gov/pubmed/17253678",Inhibitor,30 nM,Homogenous time-resolved fluorescence assays detecting enzyme activity using peptide substrates.,62 nM,"In EA.hy926 cells, the compound inhibited Ang-1-induces TIE2 autophosphorylation in a plate-based immunassay.",IC50,Other,"1 mg/kg (IV), 10 mg/kg (oral)",
Ischemin,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/ischemin,,,,2017-03-07,,UUECJWRVDTUDCB-ISLYRVAYSA-N,Cc1cc(/N=N/c2cc(S(=O)(=O)O)c(C)cc2C)c(N)cc1O,Yes,Yes,CHEMBL1615026,1453644,,,,,,,,,,
Iniparib,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/iniparib,,,,2017-03-02,,MDOJTZQKHMAPBK-UHFFFAOYSA-N,NC(=O)c1ccc(I)c([N+](=O)[O-])c1,No,Yes,CHEMBL1170047,24483,,,,,,,,,,
Chelerythrine,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/chelerythrine,,,,2017-03-02,,LLEJIEBFSOEYIV-UHFFFAOYSA-N,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,No,No,CHEMBL13045,1688064,,,,,,,,,,
Apogossypol,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/apogossypol,,,,2017-03-02,,PBJKWGWHZVXBGU-UHFFFAOYSA-N,Cc1cc2c(C(C)C)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)cc2c1O,Yes,Yes,CHEMBL551288,572876,,,,,,,,,,
HA14-1,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/ha14-1,,,,2017-03-02,,SXJDCULZDFWMJC-UHFFFAOYSA-N,CCOC(=O)C1=C(N)Oc2ccc(Br)cc2C1C(C#N)C(=O)OCC,No,No,CHEMBL288542,1596359,,,,,,,,,,
BXI-61,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/bxi-61,,,,2017-03-02,,HYTMVPCGCCQGST-JGUILPGDSA-N,CCOc1ccc2nc3cc(/N=N/c4ccc(N)nc4N)ccc3c(N)c2c1.Cl,Yes,Yes,CHEMBL1987594,234445,,,,,,,,,,
TW37,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/tw37,,,,2017-03-02,,PQAPVTKIEGUPRN-UHFFFAOYSA-N,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,Yes,Yes,CHEMBL217354,839902,,,,,,,,,,
UMI-77,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/umi-77,,,,2017-03-02,,WUGANDSUVKXMEC-UHFFFAOYSA-N,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,Yes,No,CHEMBL1331211,1829299,,,,,,,,,,
Bcl-2 Inhibitor,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/bcl-2-inhibitor,,,,2017-03-02,,YPSXFMHXRZAGTG-UHFFFAOYSA-N,COc1ccc(N=O)c(CCc2cc(OC)ccc2N=O)c1,No,Yes,,3312891,,,,,,,,,,
Bromosporine,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/bromosporine,,,,2017-03-02,,UYBRROMMFMPJAN-UHFFFAOYSA-N,CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,No,No,CHEMBL3133807,115590,,,,,,,,,,
Adenosine dialdehyde,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/adenosine-dialdehyde,,,,2017-03-07,,ILMNSCQOSGKTNZ-NKWVEPMBSA-N,Nc1ncnc2c1ncn2[C@@H](C=O)O[C@@H](C=O)CO,No,Yes,CHEMBL2374428,1146558,,,,,,,,,,
MDL 28842,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/mdl-28842,,,,2017-03-07,,NAWIFPQLACUTSO-MXGDDHKLSA-N,Nc1ncnc2c1ncn2[C@@H]1O/C(=C\F)[C@@H](O)[C@@H]1O,No,Yes,CHEMBL2051969,1144457,,,,,,,,,,
Methylstat,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/methylstat,,,,2017-03-07,,MUJOCHRZXRZONW-FOCLMDBBSA-N,COC(=O)/C=C/C(=O)N(O)CCCCNCc1ccc(COC(=O)Nc2cccc3ccccc23)cc1,No,Yes,CHEMBL3347630,719521,,,,,,,,,,
Tranylcypromine,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/tranylcypromine,,,,2017-03-07,,AELCINSCMGFISI-DTWKUNHWSA-N,N[C@@H]1C[C@H]1c1ccccc1,No,No,CHEMBL1179,45808,,,,,,,,,,
MB-3,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/mb-3,,,,2017-03-07,,ZJZCTCNQTXBBFZ-PLMZOXRSSA-N,C/C(=C(\CCO)SCCC(=O)c1ccc(C)cc1)N(C=O)Cc1cnc(C)nc1N.Cl,No,Yes,,3312903,,,,,,,,,,
Salicylate,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/salicylate,,,,2017-03-07,,YGSDEFSMJLZEOE-UHFFFAOYSA-M,O=C([O-])c1ccccc1O,No,No,,2880280,,,,,,,,,,
APHA,0.0,0.0,0.0,Yes,https://www.chemicalprobes.org/unsuitables/apha,,,,2017-03-07,,JAXSELKSZJMFSA-UHFFFAOYSA-N,O=C(O)CCC(=O)Nc1ccc(Cc2ccncc2)cc1,No,No,,3312911,,,,,,,,,,
